Date,Month,Day,Year,Week,AM Feed,PM Feed,AM Transparency,PM Transparency,Spring Temp (F),Dec Rain,Calmar Rain,Year class,Strain,Lot,Raceway,# fish
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,2022,Shasta,STBMB8,B8,10397
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,2022,Irwin X Arlee,IAA8,C2,6274
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,2022,Shasta,STB2,C3,9042
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,2022,Irwin X Arlee,IAC6,C4,5947
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,2022,Irwin X Arlee,IAC6,C5,8160
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,2022,Shasta,STBC6,C6,10059
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,2022,Irwin X Arlee,IAA8,C7,10031
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,2022,Irwin X Arlee,IAA8,C8,8471
12/28/2022,12,28,2022,53,Y,Y,3.8,3.69,46.6,0.0,0.0,VAR,VAR,Broods,P1,220
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Irwin X Arlee,IAC2,A1,9933
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Arlee,ARA2,A2,10023
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Shasta,STA3,A3,10010
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Shasta,STA4,A4,10385
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Shasta,STA4,A5,10595
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Shasta,STA6,A6,7806
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Arlee,ARA7,A7,9101
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Irwin X Arlee,IAC2,A8,9857
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Irwin X Arlee,IAC2,B1,"7,995"
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Irwin X Arlee,IAC2,B2,8132
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Arlee,ARA2,B3,9685
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Shasta,STA3,B4,9250
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Shasta,STA4,B5,10309
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Shasta,STB6,B6,7994
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Shasta,STA6,B7,8410
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Arlee,ARA7,B8,9120
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Irwin X Arlee,IAC2,C2,8238
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Arlee,ARA2,C3,9156
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Irwin X Arlee,IAC4,C4,10266
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Irwin X Arlee,IAC4,C5,10608
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,2021,Mix,Mix,C8,5883
12/28/2021,12,28,2021,53,Y,Y,3.6,3.7,45.5,0.26,0.26,VAR,VAR,Broods,P1,220
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,A1,9933
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Arlee,ARA2,A2,10023
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Shasta,STA3,A3,10010
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Shasta,STA4,A4,10385
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Shasta,STA4,A5,10595
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Shasta,STA6,A6,7806
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Arlee,ARA7,A7,9101
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,A8,9857
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,B1,"7,995"
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,B2,8132
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Arlee,ARA2,B3,9685
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Shasta,STA3,B4,9250
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Shasta,STA4,B5,10309
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Shasta,STB6,B6,7994
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Shasta,STA6,B7,8410
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Arlee,ARA7,B8,9120
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,C2,8238
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Arlee,ARA2,C3,9156
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Irwin X Arlee,IAC4,C4,10266
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Irwin X Arlee,IAC4,C5,10608
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,2021,Mix,Mix,C8,5883
1/9/2022,1,9,2022,3,Y,Y,3.87,3.71,45.9,0.0,0.0,VAR,VAR,Broods,P1,220
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Irwin X Arlee,IAC2,A1,9933
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Arlee,ARA2,A2,10023
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Shasta,STA3,A3,10010
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Shasta,STA4,A4,10385
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Shasta,STA4,A5,10595
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Shasta,STA6,A6,7806
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Arlee,ARA7,A7,9101
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Irwin X Arlee,IAC2,A8,9857
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Irwin X Arlee,IAC2,B1,"7,995"
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Irwin X Arlee,IAC2,B2,8132
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Arlee,ARA2,B3,9685
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Shasta,STA3,B4,9250
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Shasta,STA4,B5,10309
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Shasta,STB6,B6,7994
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Shasta,STA6,B7,8410
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Arlee,ARA7,B8,9120
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Irwin X Arlee,IAC2,C2,8238
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Arlee,ARA2,C3,9156
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Irwin X Arlee,IAC4,C4,10266
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Irwin X Arlee,IAC4,C5,10608
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,2021,Mix,Mix,C8,5883
2/13/2022,2,13,2022,8,Y,Y,4.6,3.71,44.6,0.03,0.04,VAR,VAR,Broods,P1,220
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Irwin X Arlee,IAA1,A1,12457
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Arlee,ARA2,A2,7772
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STA3,A3,10570
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STA4,A4,9082
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Geno,GNA5,A5,9822
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STA4,A6,8732
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Arlee,ARA7,A7,10266
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Arlee,ARA7,A8,8776
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STB1,B1,8343
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STB2,B2,9165
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Arlee,ARA2,B3,7973
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STA4,B4,9469
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STB2,B5,8829
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STBB6,B6,10631
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STBB7,B7,10271
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STBMB8,B8,10397
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Irwin X Arlee,IAA8,C2,6274
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STB2,C3,9042
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Irwin X Arlee,IAC6,C4,5947
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Irwin X Arlee,IAC6,C5,8160
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Shasta,STBC6,C6,10059
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Irwin X Arlee,IAA8,C7,10031
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,2022,Irwin X Arlee,IAA8,C8,8471
12/24/2022,12,24,2022,52,Y,Y,3.72,3.72,46.7,0.0,0.0,VAR,VAR,Broods,P1,220
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Irwin X Arlee,IAA1,A1,12457
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Arlee,ARA2,A2,7772
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STA3,A3,10570
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STA4,A4,9082
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Geno,GNA5,A5,9822
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STA4,A6,8732
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Arlee,ARA7,A7,10266
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Arlee,ARA7,A8,8776
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STB1,B1,8343
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STB2,B2,9165
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Arlee,ARA2,B3,7973
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STA4,B4,9469
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STB2,B5,8829
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STBB6,B6,10631
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STBB7,B7,10271
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STBMB8,B8,10397
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Irwin X Arlee,IAA8,C2,6274
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STB2,C3,9042
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Irwin X Arlee,IAC6,C4,5947
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Irwin X Arlee,IAC6,C5,8160
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Shasta,STBC6,C6,10059
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Irwin X Arlee,IAA8,C7,10031
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,2022,Irwin X Arlee,IAA8,C8,8471
12/20/2022,12,20,2022,52,Y,Y,4.02,3.79,46.6,0.01,0.01,VAR,VAR,Broods,P1,220
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Irwin X Arlee,IAA1,A1,12457
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Arlee,ARA2,A2,7772
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STA3,A3,10570
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STA4,A4,9082
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Geno,GNA5,A5,9822
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STA4,A6,8732
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Arlee,ARA7,A7,10266
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Arlee,ARA7,A8,8776
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STB1,B1,8343
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STB2,B2,9165
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Arlee,ARA2,B3,7973
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STA4,B4,9469
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STB2,B5,8829
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STBB6,B6,10631
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STBB7,B7,10271
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STBMB8,B8,10397
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Irwin X Arlee,IAA8,C2,6274
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STB2,C3,9042
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Irwin X Arlee,IAC6,C4,5947
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Irwin X Arlee,IAC6,C5,8160
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Shasta,STBC6,C6,10059
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Irwin X Arlee,IAA8,C7,10031
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,2022,Irwin X Arlee,IAA8,C8,8471
12/26/2022,12,26,2022,53,X,Y,3.59,3.8,46.8,0.12,0.11,VAR,VAR,Broods,P1,220
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Irwin X Arlee,IAA1,A1,12457
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Arlee,ARA2,A2,7772
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STA3,A3,10570
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STA4,A4,9082
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Geno,GNA5,A5,9822
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STA4,A6,8732
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Arlee,ARA7,A7,20942
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Irwin X Arlee,IAA8,A8,9498
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STB1,B1,8343
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STB2,B2,9165
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Arlee,ARA2,B3,7973
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STA4,B4,9469
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STB2,B5,8829
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STBB6,B6,10631
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STBB7,B7,10271
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STBMB8,B8,10397
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Irwin X Arlee,IAA8,C2,6274
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STB2,C3,9042
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Irwin X Arlee,IAC6,C4,5947
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Irwin X Arlee,IAC6,C5,8160
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Shasta,STBC6,C6,10059
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Irwin X Arlee,IAA8,C7,10031
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,2022,Irwin X Arlee,IAA8,C8,8471
12/8/2022,12,8,2022,50,Y,Y,3.7,3.8,47.3,0.0,0.0,VAR,VAR,Broods,P1,220
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,A1,9933
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Arlee,ARA2,A2,10023
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Shasta,STA3,A3,10010
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Shasta,STA4,A4,10385
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Shasta,STA4,A5,10595
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Shasta,STA6,A6,7806
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Arlee,ARA7,A7,9101
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,A8,9857
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,B1,"7,995"
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,B2,8132
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Arlee,ARA2,B3,9685
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Shasta,STA3,B4,9250
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Shasta,STA4,B5,10309
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Shasta,STA6,B7,8410
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Arlee,ARA7,B8,9120
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Irwin X Arlee,IAC2,C2,8238
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Arlee,ARA2,C3,9156
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Irwin X Arlee,IAC4,C4,10266
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Irwin X Arlee,IAC4,C5,10608
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,2021,Arlee,ARC8,C8,"3,733"
12/21/2021,12,21,2021,52,Y,Y,9.7,3.8,45.9,0.0,0.0,VAR,VAR,Broods,P1,220
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Irwin X Arlee,IAC2,A1,9933
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Arlee,ARA2,A2,10023
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Shasta,STA3,A3,10010
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Shasta,STA4,A4,10385
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Shasta,STA4,A5,10595
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Shasta,STA6,A6,7806
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Arlee,ARA7,A7,9101
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Irwin X Arlee,IAC2,A8,9857
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Irwin X Arlee,IAC2,B1,"7,995"
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Irwin X Arlee,IAC2,B2,8132
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Arlee,ARA2,B3,9685
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Shasta,STA3,B4,9250
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Shasta,STA4,B5,10309
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Shasta,STA6,B7,8410
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Arlee,ARA7,B8,9120
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Irwin X Arlee,IAC2,C2,8238
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Arlee,ARA2,C3,9156
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Irwin X Arlee,IAC4,C4,10266
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Irwin X Arlee,IAC4,C5,10608
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,2021,Arlee,ARC8,C8,"3,733"
12/15/2021,12,15,2021,51,Y,Y,3.7,3.8,45.9,0.49,0.53,VAR,VAR,Broods,P1,220
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Irwin X Arlee,IAC2,A1,9933
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Arlee,ARA2,A2,10023
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Shasta,STA3,A3,20927
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Shasta,STA4,A4,10385
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Shasta,STA4,A5,10595
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Shasta,STA6,A6,"15,088"
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Arlee,ARA7,A7,9101
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Irwin X Arlee,IAC2,A8,9857
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Irwin X Arlee,IAC2,B2,11119
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Arlee,ARA2,B3,9685
11/28/2021,11,28,2021,49,Y,Y,3.8,3.8,46.6,0.0,0.0,2021,Shasta,STA4,B5,10309
